id	accession	length	mature_length	signal_peptide_end	has_signal_peptide	n_cysteines	mature_n_cysteines	organism	taxonomy_id	protein_name	gene_name	interpro_domains
sp|P0DX37|MAST3_POLRT	P0DX37	14	14	0	False	0	0.0	Polistes rothneyi	30208	Polistes-mastoparan-R3		
sp|P0DX46|MAST8_AGEVI	P0DX46	14	14	0	False	0	0.0	Agelaia vicina	2724002	Agelaiatoxin-8		
sp|P0DX47|RF2_ACHST	P0DX47	18	-3	21	True	1		Acharia stimulea	691692	U-limacoditoxin(13)-As2		
sp|P0DX48|RF11_ACHST	P0DX48	14	-5	19	True	0		Acharia stimulea	691692	U-limacoditoxin(13)-As11		
sp|P0DX49|RF54_ACHST	P0DX49	16	-7	23	True	0		Acharia stimulea	691692	U-limacoditoxin(13)-As54		
sp|P0DX50|TX20A_PHOBO	P0DX50	11	11	0	False	3	3.0	Phoneutria boliviensis	2598454	Omega-ctenitoxin-Pb1a		
sp|P0DX51|TX35A_PHOBO	P0DX51	11	11	0	False	0	0.0	Phoneutria boliviensis	2598454	GAMMA-ctenitoxin-Pb1a		
sp|P0DX57|TX2_BUTLE	P0DX57	17	17	0	False	2	2.0	Buthacus leptochelys	2807509	Toxin Bl-2		
sp|P0DX58|TX3_BUTLE	P0DX58	20	20	0	False	2	2.0	Buthacus leptochelys	2807509	Toxin Bl-3		IPR044062,IPR002061
sp|P0DX65|O1202_POLOC	P0DX65	9	9	0	False	0	0.0	Polybia occidentalis	91432	Occidentalin-1202		
sp|P0DXW6|TXU45_MEGOP	P0DXW6	18	-5	23	True	0		Megalopyge opercularis	1113279	U-megalopygitoxin(4)-Mo5		
sp|P0DXW9|TXUB_MEGOP	P0DXW9	18	-11	29	True	0		Megalopyge opercularis	1113279	U-megalopygitoxin(11)-Mo28		
sp|P0DXZ7|TXO1A_HOTFR	P0DXZ7	10	10	0	False	2	2.0	Hottentotta franzwerneri	1038076	Omega-buthitoxin-Hf1a		
sp|P10521|BOL1_BOMPE	P10521	17	17	0	False	0	0.0	Bombus pensylvanicus	28643	Bombolitin-1		IPR012534
sp|P12797|BRK_MEGFL	P12797	11	11	0	False	0	0.0	Megascolia flavifrons	7437	Megascoliakinin		
sp|P13211|SRTXD_ATREN	P13211	21	21	0	False	4	4.0	Atractaspis engaddensis	1343144	Sarafotoxin-D		IPR019764,IPR001928
sp|P17231|CRBL_VESTR	P17231	13	13	0	False	0	0.0	Vespa tropica	7450	Vespid chemotactic peptide T		
sp|P17232|CRBL_VESMA	P17232	13	13	0	False	0	0.0	Vespa mandarinia	7446	Vespid chemotactic peptide M		
sp|P17233|CRBL_VESAN	P17233	13	13	0	False	0	0.0	Vespa analis	7449	Vespid chemotactic peptide A		
sp|P17234|CRBL_VESXA	P17234	13	13	0	False	0	0.0	Vespa xanthoptera	7448	Vespid chemotactic peptide X		
sp|P17235|CRBL_VESLE	P17235	13	13	0	False	0	0.0	Vespula lewisii	7452	Vespid chemotactic peptide L		
sp|P17236|CRBL_VESOR	P17236	14	14	0	False	0	0.0	Vespa orientalis	7447	Histamine-releasing peptide 2		
sp|P17237|PROTO_ICASP	P17237	13	13	0	False	0	0.0	Icaria sp.	7495	Chemotactic peptide		
sp|P17684|CKT_CONTU	P17684	21	21	0	False	0	0.0	Conus tulipa	6495	Conantokin-T		IPR005918
sp|P28878|CA1A_CONST	P28878	13	13	0	False	4	4.0	Conus striatus	6493	Alpha-conotoxin SIA		IPR018072
sp|P30424|BPP4_BOTIN	P30424	11	11	0	False	0	0.0	Bothrops insularis	8723	Bradykinin-potentiating peptide S4,1,2		
sp|P30426|BPP8_BOTIN	P30426	10	10	0	False	0	0.0	Bothrops insularis	8723	Bradykinin-potentiating peptide S5,1		
sp|P30833|ACTPA_ACTTE	P30833	20	20	0	False	0	0.0	Actinia tenebrosa	6105	Cytolysin tenebrosin-A		
sp|P31010|TX3_PHONI	P31010	19	19	0	False	1	1.0	Phoneutria nigriventer	6918	U7-ctenitoxin-Pn1b		
sp|P31351|BPP_VIPAS	P31351	10	10	0	False	0	0.0	Vipera aspis	8706	Bradykinin-potentiating peptide		
sp|P33588|VSPCA_AGKBI	P33588	20	20	0	False	1	1.0	Agkistrodon bilineatus	8718	Protein C activator		
sp|P42716|MAST_PARID	P42716	14	14	0	False	0	0.0	Parapolybia indica	31921	Parapolybia-mastoparan		IPR013213
sp|P42717|BRK_PARID	P42717	13	13	0	False	0	0.0	Parapolybia indica	31921	Waspkinin		IPR009608
sp|P45661|KAX_LEIQU	P45661	14	14	0	False	2	2.0	Leiurus quinquestriatus quinquestriatus	6885	Leiurutoxin-3		
sp|P50983|CA1_CONIM	P50983	17	17	0	False	4	4.0	Conus imperialis	35631	Alpha-conotoxin ImI		IPR018072
sp|P50984|CA1A_CONPE	P50984	16	16	0	False	4	4.0	Conus pennaceus	37335	Alpha-conotoxin PnIA		IPR018072
sp|P56587|TERT_APIME	P56587	21	21	0	False	4	4.0	Apis mellifera	7460	Tertiapin		IPR049143
sp|P56641|CA1C_CONAL	P56641	16	16	0	False	4	4.0	Conus aulicus	89437	Alpha-conotoxin AuIC		IPR018072
sp|P57672|BRK_VESMC	P57672	17	17	0	False	0	0.0	Vespula maculifrons	7453	Vespulakinin-1		
sp|P58305|TXGRX_BUNCN	P58305	21	21	0	False	0	0.0	Bunodosoma cangicum	138296	Granulitoxin		
sp|P58396|KLPS_LYCER	P58396	14	14	0	False	0	0.0	Lycosa erythrognatha	332789	Kinin-like peptide-S		
sp|P58570|SC18_OLIMR	P58570	20	20	0	False	2	2.0	Olivierus martensii	34649	Neurotoxin BmK 18(2)		IPR044062,IPR002061
sp|P58623|M3A_CONBE	P58623	14	14	0	False	6	6.0	Conus betulinus	89764	Conotoxin BtIIIA		
sp|P58624|M3B_CONBE	P58624	15	15	0	False	6	6.0	Conus betulinus	89764	BtIIIB		
sp|P58689|ACT21_HETMG	P58689	20	20	0	False	0	0.0	Heteractis magnifica	38281	Magnificalysin I		
sp|P58785|COWL_CONPU	P58785	8	8	0	False	2	2.0	Conus purpurascens	41690	Leu-contryphan-P		IPR011062
sp|P58803|BRHP_CONIM	P58803	7	7	0	False	2	2.0	Conus imperialis	35631	Bromoheptapeptide Im		
sp|P58805|CRFA1_CONSP	P58805	12	12	0	False	0	0.0	Conus spurius	192919	Conorfamide-Sr1		
sp|P58807|CTA6A_CONMR	P58807	11	11	0	False	4	4.0	Conus marmoreus	42752	Chi-conotoxin CMrVIA		
sp|P58810|CTA1B_CONMR	P58810	13	13	0	False	4	4.0	Conus marmoreus	42752	Chi-conotoxin MrIB		
sp|P58841|M3A_CONQU	P58841	15	15	0	False	6	6.0	Conus quercinus	101313	Conotoxin QcIIIA		
sp|P58842|M3B_CONQU	P58842	15	15	0	False	6	6.0	Conus quercinus	101313	Conotoxin QcIIIB		
sp|P58848|CT5A_CONAL	P58848	11	11	0	False	4	4.0	Conus aulicus	89437	Conotoxin au5a		IPR012631
sp|P58849|CT5B_CONAL	P58849	11	11	0	False	4	4.0	Conus aulicus	89437	Conotoxin au5b		IPR012631
sp|P58926|CM4A_CONPE	P58926	17	17	0	False	6	6.0	Conus pennaceus	37335	Mu-conotoxin PnIVA		
sp|P59066|PA2_AUSSU	P59066	17	17	0	False	1	1.0	Austrelaps superbus	29156	Phospholipase A2		
sp|P59072|3S331_PSETE	P59072	11	11	0	False	1	1.0	Pseudonaja textilis	8673	Short neurotoxin N1		
sp|P59073|3S332_PSETE	P59073	15	15	0	False	2	2.0	Pseudonaja textilis	8673	Short neurotoxin N2		
sp|P59851|KAX2Z_CENLM	P59851	20	20	0	False	3	3.0	Centruroides limbatus	244936	Hongotoxin-5		IPR036574
sp|P60261|SCX22_TITDI	P60261	13	13	0	False	1	1.0	Tityus discrepans	57059	Toxin TdII-2		IPR044062
sp|P60265|SCX9_CENNO	P60265	14	14	0	False	1	1.0	Centruroides noxius	6878	Beta-toxin Cn9		IPR044062
sp|P61094|SFIF_SEGFL	P61094	18	18	0	False	3	3.0	Segestria florentina	31925	Mu-segestritoxin-Sf1i		IPR053718,IPR012633
sp|P69034|MAST1_PROEX	P69034	14	14	0	False	0	0.0	Protopolybia exigua	91439	Protopolybia-mastoparan-I		IPR013214
sp|P69035|MAST2_PROEX	P69035	14	14	0	False	0	0.0	Protopolybia exigua	91439	Protopolybia-mastoparan-II		
sp|P69036|MAST3_PROEX	P69036	14	14	0	False	0	0.0	Protopolybia exigua	91439	Protopolybia-mastoparan-III		IPR013214
sp|P69392|PMTXB_BATMC	P69392	13	13	0	False	0	0.0	Batozonellus maculifrons	308766	Beta-pompilidotoxin		
sp|P69436|MAST1_AGEPP	P69436	14	14	0	False	0	0.0	Agelaia pallipes pallipes	313352	Agelaia-MPI		IPR013214
sp|P69437|PROTO_AGEPP	P69437	12	12	0	False	0	0.0	Agelaia pallipes pallipes	313352	Protonectin		
sp|P69746|CA4A_CONOB	P69746	18	18	0	False	6	6.0	Conus obscurus	89447	Alpha-conotoxin OIVA		
sp|P69840|GRAD_GRASX	P69840	13	13	0	False	0	0.0	Grammistes sexlineatus	270576	Grammistin Gs D		
sp|P69842|GRA1_POGPU	P69842	13	13	0	False	0	0.0	Pogonoperca punctata	160738	Grammistin Pp 1		
sp|P80163|SRTXB_ATRBI	P80163	21	21	0	False	4	4.0	Atractaspis bibronii	61304	Bibrotoxin		IPR019764,IPR001928
sp|P80899|VSPCA_GLOHA	P80899	15	15	0	False	1	1.0	Gloydius halys	8714	Protein C activator		
sp|P81863|PAP1_PARMA	P81863	10	10	0	False	0	0.0	Pardachirus marmoratus	31087	Pardaxin-1		
sp|P81864|PAP2_PARMA	P81864	5	5	0	False	0	0.0	Pardachirus marmoratus	31087	Pardaxin-2		
sp|P81882|VSPT1_BOTJA	P81882	19	19	0	False	1	1.0	Bothrops jararaca	8724	Thrombin-like enzyme TL-BJ 1		
sp|P81883|VSPT2_BOTJA	P81883	19	19	0	False	1	1.0	Bothrops jararaca	8724	Thrombin-like enzyme TL-BJ 2		
sp|P81884|VSPT3_BOTJA	P81884	19	19	0	False	1	1.0	Bothrops jararaca	8724	Thrombin-like enzyme TL-BJ 3		
sp|P82428|WTX1F_NEOGO	P82428	20	20	0	False	0	0.0	Neoponera goeldii	3057131	M-poneritoxin-Ng1f		
sp|P83047|COW_CONVE	P83047	9	9	0	False	2	2.0	Conus ventricosus	117992	Contryphan-Vn		IPR011062
sp|P83058|BRK3_BOMVA	P83058	9	9	0	False	0	0.0	Bombina variegata	8348	[Thr6]-bradykinin		
sp|P83659|BRKC_CYPDO	P83659	11	11	0	False	0	0.0	Cyphononyx dorsalis	246266	Cyphokinin		IPR009608
sp|P83660|BRK6_CYPDO	P83660	16	16	0	False	0	0.0	Cyphononyx dorsalis	246266	Bradykinin-related peptide Cd-146		
sp|P84026|THBI_BOTJA	P84026	15	15	0	False	0	0.0	Bothrops jararaca	8724	Thrombin inhibitor subunit 1		
sp|P84388|PLYB1_POLPI	P84388	14	14	0	False	0	0.0	Polybia paulista	291283	Polybine-1		
sp|P84389|PLYB2_POLPI	P84389	14	14	0	False	0	0.0	Polybia paulista	291283	Polybine-2		
sp|P84464|TPAN2_PANIM	P84464	4	4	0	False	0	0.0	Pandinus imperator	55084	Tetrapandin-2		
sp|P84465|TPAN1_PANIM	P84465	4	4	0	False	0	0.0	Pandinus imperator	55084	Tetrapandin-1		
sp|P84470|VKTH8_BUNCA	P84470	15	15	0	False	1	1.0	Bungarus candidus	92438	Kunitz-type serine protease inhibitor homolog T2 B chain		
sp|P84471|VKTH1_BUNCA	P84471	15	15	0	False	1	1.0	Bungarus candidus	92438	Kunitz-type serine protease inhibitor homolog T1-1 B chain		
sp|P84472|PA2BT_BUNCA	P84472	14	14	0	False	0	0.0	Bungarus candidus	92438	Basic phospholipase A2 T1-2 A chain		
sp|P84473|VKTH2_BUNCA	P84473	15	15	0	False	1	1.0	Bungarus candidus	92438	Kunitz-type serine protease inhibitor homolog T1-2 B chain		
sp|P84474|PA2BU_BUNCA	P84474	14	14	0	False	0	0.0	Bungarus candidus	92438	Basic phospholipase A2 T2 A chain		
sp|P84475|PA2BA_BUNCA	P84475	14	14	0	False	0	0.0	Bungarus candidus	92438	Basic phospholipase A2 T1-1 A chain		
sp|P84497|BRK3_TRASC	P84497	9	9	0	False	0	0.0	Trachemys scripta	34903	[Thr6]-bradykinin		
sp|P84673|BRK3_PHYSA	P84673	9	9	0	False	0	0.0	Phyllomedusa sauvagii	8395	[Val1,Thr6]-bradykinin		
sp|P84676|SC27_TITOB	P84676	10	10	0	False	1	1.0	Tityus obscurus	1221240	Cryptide To27		
sp|P84677|SC29_TITOB	P84677	8	8	0	False	0	0.0	Tityus obscurus	1221240	Toxin To29		
sp|P84678|SC31_TITOB	P84678	8	8	0	False	2	2.0	Tityus obscurus	1221240	Toxin To31		
sp|P84679|SC33_TITOB	P84679	10	10	0	False	2	2.0	Tityus obscurus	1221240	Toxin To33		
sp|P84680|SC35_TITOB	P84680	10	10	0	False	0	0.0	Tityus obscurus	1221240	Toxin To35		
sp|P84681|SC37_TITOB	P84681	10	10	0	False	1	1.0	Tityus obscurus	1221240	Toxin To37		
sp|P84682|SC39_TITOB	P84682	10	10	0	False	0	0.0	Tityus obscurus	1221240	Toxin To39		
sp|P84683|SC40_TITOB	P84683	9	9	0	False	0	0.0	Tityus obscurus	1221240	Toxin To40		
sp|P84686|SC46_TITOB	P84686	10	10	0	False	0	0.0	Tityus obscurus	1221240	Toxin To46		
sp|P84689|SC56_TITOB	P84689	10	10	0	False	0	0.0	Tityus obscurus	1221240	Toxin To56		
sp|P84690|SC58_TITOB	P84690	10	10	0	False	0	0.0	Tityus obscurus	1221240	Toxin To58		
sp|P84691|SC61_TITOB	P84691	10	10	0	False	0	0.0	Tityus obscurus	1221240	Toxin To61		
sp|P84692|SC64_TITOB	P84692	10	10	0	False	0	0.0	Tityus obscurus	1221240	Toxin To64		
sp|P84694|SC83_TITOB	P84694	10	10	0	False	1	1.0	Tityus obscurus	1221240	Toxin To83		
sp|P84697|BRK2_PHYSA	P84697	11	11	0	False	0	0.0	Phyllomedusa sauvagii	8395	Phyllokinin		
sp|P84700|CONO_CONGA	P84700	8	8	0	False	0	0.0	Conus gladiator	257327	Conophan gld-V		
sp|P84701|CONO_CONMU	P84701	8	8	0	False	0	0.0	Conus mus	257335	Conophan mus-V		
sp|P84713|CMO1_CONMO	P84713	13	13	0	False	0	0.0	Conus monile	351660	Kappa-conotoxin Mo1659		
sp|P84745|VVP2_BOTJR	P84745	11	11	0	False	0	0.0	Bothrops jararacussu	8726	1095.6 Da venom vasodilator peptide		
sp|P84746|VVP1_BOTJR	P84746	12	12	0	False	0	0.0	Bothrops jararacussu	8726	1370.6 Da venom vasodilator peptide		
sp|P84747|VVP1_BOTMO	P84747	12	12	0	False	0	0.0	Bothrops moojeni	98334	1370.6 Da venom vasodilator peptide		
sp|P84773|BRK_AMICA	P84773	9	9	0	False	0	0.0	Amia calva	7924	[Trp5]-bradykinin		
sp|P84774|BRK_LEPOS	P84774	9	9	0	False	0	0.0	Lepisosteus osseus	34771	[Trp5]-bradykinin		
sp|P84804|CRVPN_NAJHH	P84804	14	14	0	False	0	0.0	Naja haje haje	8642	Cysteine-rich venom protein 23		
sp|P84823|BRK12_ASCTR	P84823	12	12	0	False	0	0.0	Ascaphus truei	8439	Bradykinin-like peptide AV-12		
sp|P84824|BRK11_ASCTR	P84824	11	11	0	False	0	0.0	Ascaphus truei	8439	Bradykinin-like peptide RD-11		
sp|P84825|BRK1_ASCTR	P84825	9	9	0	False	0	0.0	Ascaphus truei	8439	Bradykinin		
sp|P84832|BRK10_ASCTR	P84832	10	10	0	False	0	0.0	Ascaphus truei	8439	Bradykinin-like peptide AR-10		
sp|P84892|BRK2_PITHY	P84892	8	8	0	False	0	0.0	Pithecopus hypochondrialis	317381	Des-Arg9-[Val1,Thr6]-bradykinin		
sp|P84893|BRK3_PITHY	P84893	8	8	0	False	0	0.0	Pithecopus hypochondrialis	317381	Des-Arg9-[Thr6]-bradykinin		
sp|P84895|BRK1_PITHY	P84895	9	9	0	False	0	0.0	Pithecopus hypochondrialis	317381	Bradykinin		
sp|P84896|BRK5_PITHY	P84896	9	9	0	False	0	0.0	Pithecopus hypochondrialis	317381	[Thr6]-bradykinin		
sp|P84897|BRK6_PITHY	P84897	10	10	0	False	0	0.0	Pithecopus hypochondrialis	317381	[Val1,Hyp2,Thr6]-bradykinyl-Gln		
sp|P84898|BRK7_PITHY	P84898	11	11	0	False	0	0.0	Pithecopus hypochondrialis	317381	[Val1,Thr6]-bradykinyl-Val,Asp		
sp|P84901|BRKP2_PITHY	P84901	11	11	0	False	0	0.0	Pithecopus hypochondrialis	317381	[Thr6]-phyllokinin		
sp|P84914|MAST3_POLPI	P84914	14	14	0	False	0	0.0	Polybia paulista	291283	Polybia-mastoparan-III		IPR013214
sp|P84915|MAST2_POLPI	P84915	14	14	0	False	0	0.0	Polybia paulista	291283	Polybia-MP-II		IPR013214
sp|P84935|BRK3_PITAZ	P84935	11	11	0	False	0	0.0	Pithecopus azureus	2034991	[Val1,Hyp2,Thr6]-bradykinyl-Gln,Ser		IPR009608
sp|P85005|VM3PN_PROSR	P85005	15	15	0	False	1	1.0	Proatheris superciliaris	110218	Zinc metalloproteinase-disintegrin-like proatherocytin		
sp|P85009|CA1B_CONRE	P85009	12	12	0	False	4	4.0	Conus regius	101314	Alpha-conotoxin-like Reg1b/Reg1c		
sp|P85010|CA1D_CONRE	P85010	12	12	0	False	4	4.0	Conus regius	101314	Alpha-conotoxin-like Reg1d		
sp|P85011|CA1E_CONRE	P85011	12	12	0	False	4	4.0	Conus regius	101314	Alpha-conotoxin-like Reg1e		IPR018072
sp|P85012|CA1F_CONRE	P85012	13	13	0	False	4	4.0	Conus regius	101314	Alpha-conotoxin-like Reg1f		
sp|P85014|CONOM_CONVL	P85014	7	7	0	False	0	0.0	Conus villepinii	257347	Conophan vil-M		
sp|P85015|CONOI_CONVL	P85015	7	7	0	False	0	0.0	Conus villepinii	257347	Conophan vil-I'/vil-I'(O2P)		
sp|P85016|CMCA_CONRE	P85016	17	17	0	False	6	6.0	Conus regius	101314	Conotoxin Reg12a		
sp|P85017|CMCE_CONRE	P85017	16	16	0	False	6	6.0	Conus regius	101314	Conotoxin Reg12e		
sp|P85018|CM3CF_CONRE	P85018	19	19	0	False	6	6.0	Conus regius	101314	Conotoxin Reg12f		
sp|P85019|CM3CG_CONRE	P85019	13	13	0	False	6	6.0	Conus regius	101314	Conotoxin Reg12g		
sp|P85020|CM3CH_CONRE	P85020	17	17	0	False	6	6.0	Conus regius	101314	Conotoxin Reg12h		
sp|P85022|CM3CD_CONRE	P85022	15	15	0	False	6	6.0	Conus regius	101314	Conotoxin Reg12d		
sp|P85023|CMCB_CONRE	P85023	17	17	0	False	6	6.0	Conus regius	101314	Conotoxin Reg12b		
sp|P85024|BKIP_CROVV	P85024	11	11	0	False	0	0.0	Crotalus viridis viridis	8742	Bradykinin inhibitor peptide		
sp|P85025|BKIP_AGKBI	P85025	12	12	0	False	0	0.0	Agkistrodon bilineatus	8718	Bradykinin inhibitor peptide		
sp|P85038|BPP2_GLOHA	P85038	11	11	0	False	0	0.0	Gloydius halys	8714	Bradykinin-potentiating peptide 2		
sp|P85103|VMXP_PHIPA	P85103	10	10	0	False	0	0.0	Philodryas patagoniensis	120310	Snake venom metalloproteinase patagonfibrase		
sp|P85141|CONOV_CONVL	P85141	9	9	0	False	2	2.0	Conus villepinii	257347	Gamma-conopressin vil		
sp|P85159|ORPO_POTOR	P85159	9	9	0	False	0	0.0	Potamotrygon orbignyi	86381	Orpotrin		
sp|P85160|BPP7A_BOTJA	P85160	7	7	0	False	0	0.0	Bothrops jararaca	8724	Bradykinin-potentiating peptide 7a		
sp|P85161|BPPBD_BOTJA	P85161	11	11	0	False	0	0.0	Bothrops jararaca	8724	Bradykinin-potentiating peptide 11d		
sp|P85162|BPPCC_BOTJA	P85162	12	12	0	False	0	0.0	Bothrops jararaca	8724	Bradykinin-potentiating peptide 12c		
sp|P85163|BPPEA_BOTJA	P85163	14	14	0	False	0	0.0	Bothrops jararaca	8724	Bradykinin-potentiating peptide 14a		
sp|P85165|BPPXA_PITHY	P85165	10	10	0	False	0	0.0	Pithecopus hypochondrialis	317381	Bradykinin-potentiating peptide Phypo Xa		
sp|P85168|BPPCA_BOTJA	P85168	12	12	0	False	0	0.0	Bothrops jararaca	8724	Bradykinin-potentiating peptide 12a		
sp|P85169|BPPDB_BOTJA	P85169	13	13	0	False	0	0.0	Bothrops jararaca	8724	Bradykinin-potentiating peptide 13b		
sp|P85235|TX36A_CTEON	P85235	18	18	0	False	5	5.0	Ctenus ornatus	406443	U11-ctenitoxin-Co1a		
sp|P85274|TX90A_CTEON	P85274	12	12	0	False	2	2.0	Ctenus ornatus	406443	U7-ctenitoxin-Co1a		
sp|P85429|3SA1F_NAJAT	P85429	15	15	0	False	2	2.0	Naja atra	8656	Cytotoxin 1f		
sp|P85871|CRFA2_CONSP	P85871	12	12	0	False	0	0.0	Conus spurius	192919	Conorfamide-Sr2		
sp|P85873|BRK_POLMJ	P85873	11	11	0	False	0	0.0	Polistes major	91420	Wasp kinin PMM1		IPR009608
sp|P85874|MAST_POLMJ	P85874	17	17	0	False	0	0.0	Polistes major	91420	Mastoparan-like PMM		
sp|P85885|BRK4_PITAZ	P85885	9	9	0	False	0	0.0	Pithecopus azureus	2034991	[Hyp3]-bradykinin		
sp|P85975|VMPAR_HIPPR	P85975	19	19	0	False	0	0.0	Hippasa partita	547193	Zinc metalloproteinase partitagin		
sp|P86035|BRK3_PELRI	P86035	9	9	0	False	0	0.0	Pelophylax ridibundus	8406	[Asp6]-bradykinin		
sp|P86105|KAX6X_OPICY	P86105	14	14	0	False	2	2.0	Opisthacanthus cayaporum	573324	Potassium channel toxin alpha-KTx 6 OcyKTx4		
sp|P86117|TX3_OPICY	P86117	13	13	0	False	2	2.0	Opisthacanthus cayaporum	573324	Toxin OcyKTx3		
sp|P86121|KBX3L_OPICY	P86121	15	15	0	False	0	0.0	Opisthacanthus cayaporum	573324	Scorpine-like		
sp|P86156|BRK1_PELRI	P86156	16	16	0	False	0	0.0	Pelophylax ridibundus	8406	Bradykinin RL-16-1		
sp|P86157|BRK2_PELRI	P86157	11	11	0	False	0	0.0	Pelophylax ridibundus	8406	[Thr6]-bradykinin RA-11		
sp|P86255|CONO_CONTE	P86255	8	8	0	False	2	2.0	Conus textile	6494	Conopressin-Tx		
sp|P86256|CTAB_CONTE	P86256	12	12	0	False	4	4.0	Conus textile	6494	Chi-conotoxin-like 1		
sp|P86257|CTAC_CONTE	P86257	12	12	0	False	4	4.0	Conus textile	6494	Chi-conotoxin-like 2		
sp|P86258|CT5B_CONTE	P86258	14	14	0	False	4	4.0	Conus textile	6494	Conotoxin tx5b		
sp|P86259|CT5C_CONTE	P86259	14	14	0	False	4	4.0	Conus textile	6494	Conotoxin tx5c		
sp|P86260|M3D_CONTE	P86260	16	16	0	False	6	6.0	Conus textile	6494	Conotoxin tx3d		
sp|P86261|CA1C_CONTE	P86261	16	16	0	False	4	4.0	Conus textile	6494	Alpha-conotoxin Tx1C		
sp|P86262|M3E_CONTE	P86262	17	17	0	False	6	6.0	Conus textile	6494	Conotoxin tx3e		
sp|P86263|M5_CONTE	P86263	19	19	0	False	6	6.0	Conus textile	6494	Conotoxin 5		
sp|P86264|CT5D_CONTE	P86264	15	15	0	False	4	4.0	Conus textile	6494	Conotoxin tx5d		
sp|P86295|PORFL_POTOR	P86295	18	18	0	False	0	0.0	Potamotrygon orbignyi	86381	Porflan		
sp|P86348|ALPH_DEIAC	P86348	20	20	0	False	0	0.0	Deinagkistrodon acutus	36307	Alkaline phosphatase		
sp|P86362|CAEA_CONTS	P86362	20	20	0	False	4	4.0	Conus tessulatus	101317	Alpha-conotoxin-like ts14a		
sp|P86426|BRK5_PITNO	P86426	8	8	0	False	0	0.0	Pithecopus nordestinus	2034992	Bradykinin-related peptide Pnor-5		
sp|P86427|BRK7_PITNO	P86427	8	8	0	False	0	0.0	Pithecopus nordestinus	2034992	Bradykinin-related peptide Pnor-7		
sp|P86428|BRK3_PITNO	P86428	6	6	0	False	0	0.0	Pithecopus nordestinus	2034992	Bradykinin-related peptide Pnor-3		
sp|P86446|HKS_HELSS	P86446	10	10	0	False	0	0.0	Heloderma suspectum suspectum	709964	Helokinestatin-1		
sp|P86447|HKS_HELHO	P86447	10	10	0	False	0	0.0	Heloderma horridum horridum	8552	Helokinestatin-1		
sp|P86525|PA2HC_ACAAN	P86525	20	20	0	False	1	1.0	Acanthophis antarcticus	8605	Phospholipase A2 homolog P-elapitoxin-Aa1a gamma chain		
sp|P86530|VSP1_DABRR	P86530	16	16	0	False	1	1.0	Daboia russelii	8707	Vipera russelli proteinase RVV-V homolog 1		
sp|P86531|VSP2_DABRR	P86531	15	15	0	False	1	1.0	Daboia russelii	8707	Vipera russelli proteinase RVV-V homolog 2		
sp|P86532|VSP4_DABRR	P86532	16	16	0	False	1	1.0	Daboia russelii	8707	Vipera russelli proteinase RVV-V homolog 4		
sp|P86535|OXLA1_DABRR	P86535	20	20	0	False	1	1.0	Daboia russelii	8707	L-amino-acid oxidase L1		
sp|P86536|VM3CX_DABRR	P86536	19	19	0	False	0	0.0	Daboia russelii	8707	Coagulation factor X-activating enzyme heavy chain		
sp|P86537|CRVP_DABRR	P86537	10	10	0	False	0	0.0	Daboia russelii	8707	Cysteine-rich venom protein		
sp|P86627|BRK1_PHAJA	P86627	9	9	0	False	0	0.0	Phasmahyla jandaia	762504	Bradykinin		
sp|P86628|BRK2_PHAJA	P86628	8	8	0	False	0	0.0	Phasmahyla jandaia	762504	Des-Arg9-bradykinin		
sp|P86629|BRK3_PHAJA	P86629	9	9	0	False	0	0.0	Phasmahyla jandaia	762504	[Thr6]-bradykinin		
sp|P86630|BRK4_PHAJA	P86630	8	8	0	False	0	0.0	Phasmahyla jandaia	762504	Des-Arg9-[Thr6]-bradykinin		
sp|P86631|BRKP1_PHAJA	P86631	11	11	0	False	0	0.0	Phasmahyla jandaia	762504	Phyllokinin		
sp|P86632|BRKP2_PHAJA	P86632	11	11	0	False	0	0.0	Phasmahyla jandaia	762504	[Thr6]-Phyllokinin		
sp|P86643|BPPXA_PHAJA	P86643	10	10	0	False	0	0.0	Phasmahyla jandaia	762504	Bradykinin-potentiating peptide Phypo Xa		
sp|P86721|BPP12_BOTAT	P86721	12	12	0	False	0	0.0	Bothrops atrox	8725	Bradykinin-potentiating peptide 12a		
sp|P86811|BRK1_PHYSG	P86811	8	8	0	False	0	0.0	Physalaemus signifer	364768	Des-Arg9-[Ala1,Thr6]-bradykinin		
sp|P86812|BRK2_PHYSG	P86812	9	9	0	False	0	0.0	Physalaemus signifer	364768	[Ala1,Thr6]-bradykinin		
sp|P86813|BRK3_PHYSG	P86813	10	10	0	False	0	0.0	Physalaemus signifer	364768	[Ala1,Thr6]-bradykinyl-Ser		
sp|P86814|BRK4_PHYSG	P86814	11	11	0	False	0	0.0	Physalaemus signifer	364768	[Ala1,Thr6]-bradykinyl-Ser,Lys		IPR009608
sp|P86815|BRK5_PHYSG	P86815	13	13	0	False	0	0.0	Physalaemus signifer	364768	[Ala1,Thr6]-bradykinyl-Ser,Lys,Ala,Val		IPR009608
sp|P86816|BRK6_PHYSG	P86816	11	11	0	False	0	0.0	Physalaemus signifer	364768	[Ala1,Thr6,Ala11]-phyllokinin		
sp|P86817|BRK7_PHYSG	P86817	11	11	0	False	0	0.0	Physalaemus signifer	364768	[Ala1,Thr6,Asp11]-phyllokinin		
