Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length
Q07984	reviewed	SSRD_RAT	Translocon-associated protein subunit delta (TRAP-delta) (Signal sequence receptor subunit delta) (SSR-delta)	Ssr4	Rattus norvegicus (Rat)	173
Q07DV4	reviewed	WNT2_AOTNA	Protein Wnt-2	WNT2	Aotus nancymaae (Ma's night monkey)	360
Q07DX7	reviewed	WNT2_NOMLE	Protein Wnt-2	WNT2	Nomascus leucogenys (Northern white-cheeked gibbon) (Hylobates leucogenys)	360
Q07DZ8	reviewed	WNT2_ORNAN	Protein Wnt-2	WNT2	Ornithorhynchus anatinus (Duckbill platypus)	361
Q07E18	reviewed	WNT2_MUSPF	Protein Wnt-2	WNT2	Mustela putorius furo (European domestic ferret) (Mustela furo)	360
Q07E44	reviewed	WNT2_DASNO	Protein Wnt-2	WNT2	Dasypus novemcinctus (Nine-banded armadillo)	360
Q07G34	reviewed	CER1_XENTR	Cerberus (Cer) (tCerberus) [Cleaved into: Cerberus long (Cer-L); Cerberus short (Cer-S)]	cer1 TGas102k04.1	Xenopus tropicalis (Western clawed frog) (Silurana tropicalis)	276
Q08053	reviewed	IFNTA_SHEEP	Interferon tau-10 (IFN-tau-10) (Antiluteolysin) (TP-02) (Trophoblast antiluteolytic protein) (Trophoblast protein 1) (TP-1) (Trophoblastin)	IFNT10	Ovis aries (Sheep)	195
Q08127	reviewed	TSHB_ANGAN	Thyrotropin subunit beta (Thyroid-stimulating hormone subunit beta) (TSH-B) (TSH-beta) (Thyrotropin beta chain)	tshb	Anguilla anguilla (European freshwater eel) (Muraena anguilla)	147
Q08264	reviewed	STC_ONCKI	Stanniocalcin (STC) (Corpuscles of Stannius protein) (CS) (Hypocalcin) (Teleocalcin)	stc	Oncorhynchus kisutch (Coho salmon) (Salmo kisutch)	256
Q08338	reviewed	CD4_CHLAE	T-cell surface glycoprotein CD4 (T-cell surface antigen T4/Leu-3) (CD antigen CD4)	CD4	Chlorocebus aethiops (Green monkey) (Cercopithecus aethiops)	458
Q08340	reviewed	CD4_MACNE	T-cell surface glycoprotein CD4 (T-cell surface antigen T4/Leu-3) (CD antigen CD4)	CD4	Macaca nemestrina (Pig-tailed macaque)	458
Q08423	reviewed	TFF1_MOUSE	Trefoil factor 1 (Protein pS2)	Tff1 Bcei Ps2	Mus musculus (Mouse)	87
Q08662	reviewed	EST6_DROSI	Esterase 6 (Est-6) (EC 3.1.1.1) (Carboxylic-ester hydrolase 6) (Carboxylesterase-6)	Est-6 est6	Drosophila simulans (Fruit fly)	542
Q08731	reviewed	LIT2_MOUSE	Lithostathine-2 (Islet of Langerhans regenerating protein 2) (REG-2) (Pancreatic stone protein 2) (PSP) (Pancreatic thread protein 2) (PTP)	Reg2	Mus musculus (Mouse)	173
Q08758	reviewed	LCAT_PAPAN	Phosphatidylcholine-sterol acyltransferase (EC 2.3.1.43) (Lecithin-cholesterol acyltransferase) (Phospholipid-cholesterol acyltransferase)	LCAT	Papio anubis (Olive baboon)	440
Q08761	reviewed	PROS_MOUSE	Vitamin K-dependent protein S	Pros1 Pros	Mus musculus (Mouse)	675
Q08782	reviewed	CCL2_CAVPO	C-C motif chemokine 2 (Monocyte chemoattractant protein 1) (Monocyte chemotactic protein 1) (MCP-1) (Small-inducible cytokine A2)	CCL2 MCP1 SCYA2	Cavia porcellus (Guinea pig)	120
Q08832	reviewed	GBRB3_DROME	Gamma-aminobutyric acid receptor subunit beta-like (GABA(A) receptor)	Lcch3 CG17336	Drosophila melanogaster (Fruit fly)	496
Q08CJ7	reviewed	ARSK_DANRE	Arylsulfatase K (ASK) (EC 3.1.6.1) (Glucuronate-2-sulfatase) (EC 3.1.6.18)	arsk zgc:153019	Danio rerio (Zebrafish) (Brachydanio rerio)	523
Q08CS6	reviewed	MOXD2_DANRE	DBH-like monooxygenase protein 2 homolog (EC 1.14.17.-)	moxd2 moxd1l si:ch211-203k16.5	Danio rerio (Zebrafish) (Brachydanio rerio)	572
Q08DD1	reviewed	ARSA_BOVIN	Arylsulfatase A (ASA) (EC 3.1.6.8) (Cerebroside-sulfatase)	ARSA	Bos taurus (Bovine)	507
Q08DJ5	reviewed	CAD18_BOVIN	Cadherin-18	CDH18	Bos taurus (Bovine)	790
Q08E08	reviewed	SCN4B_BOVIN	Sodium channel regulatory subunit beta-4	SCN4B	Bos taurus (Bovine)	228
Q08E50	reviewed	GBRA5_BOVIN	Gamma-aminobutyric acid receptor subunit alpha-5 (GABA(A) receptor subunit alpha-5) (GABAAR subunit alpha-5)	GABRA5	Bos taurus (Bovine)	462
Q09030	reviewed	TFF2_RAT	Trefoil factor 2 (Spasmolytic polypeptide) (SP)	Tff2 Sml1	Rattus norvegicus (Rat)	129
Q09055	reviewed	HP55_TAMSI	Hibernation-specific plasma protein HP-55 (CM55-ML) (Hibernator-specific blood complex, 55 kDa subunit)		Tamias sibiricus (Siberian chipmunk) (Eutamias sibiricus)	413
Q09165	reviewed	DIG1_CAEEL	Mesocentin	dig-1 sax-8 K07E12.1	Caenorhabditis elegans	13084
Q09169	reviewed	PACA_PELRI	Glucagon family neuropeptides [Cleaved into: Growth hormone-releasing factor (GRF) (Growth hormone-releasing hormone) (GHRH); Pituitary adenylate cyclase-activating polypeptide 27 (PACAP-27) (PACAP27); Pituitary adenylate cyclase-activating polypeptide 38 (PACAP-38) (PACAP38)]	adcyap1	Pelophylax ridibundus (Marsh frog) (Rana ridibunda)	171
Q09225	reviewed	NRF6_CAEEL	Nose resistant to fluoxetine protein 6 (Protein nrf-6)	nrf-6 C08B11.4	Caenorhabditis elegans	822
Q09322	reviewed	CUP15_CAEEL	Coelomocyte uptake defective protein 15	cup-15 F42A8.3	Caenorhabditis elegans	322
Q09457	reviewed	BLI1_CAEEL	Cuticle collagen bli-1 (Blistered cuticle protein 1)	bli-1 C09G5.6	Caenorhabditis elegans	948
Q09566	reviewed	LON1_CAEEL	Protein lon-1	lon-1 F48E8.1	Caenorhabditis elegans	312
Q09626	reviewed	ILB1_CAEEL	Probable insulin-like peptide beta-type 1	ins-4 ZK75.1	Caenorhabditis elegans	106
Q09JW3	reviewed	KUNP2_ARGMO	Monogrin 2 (MG2) (Monogrin 1B) (Platelet aggregation inhibitor) (PAI)	AM-30B	Argas monolakensis (Mono lake bird tick)	107
Q09JW6	reviewed	KUNI_ARGMO	Monobin (Thrombin inhibitor)	AM-28	Argas monolakensis (Mono lake bird tick)	144
Q09TM2	reviewed	FCG3A_PAPAN	Low affinity immunoglobulin gamma Fc region receptor III-A (IgG Fc receptor III-A) (Fc-gamma RIII-alpha) (Fc-gamma RIII) (Fc-gamma RIIIa) (FcgammaRIIIa) (CD antigen CD16a)	FCGR3A FCGR3	Papio anubis (Olive baboon)	254
Q09TM4	reviewed	FCG3A_CERAT	Low affinity immunoglobulin gamma Fc region receptor III-A (IgG Fc receptor III-A) (Fc-gamma RIII-alpha) (Fc-gamma RIII) (Fc-gamma RIIIa) (FcgammaRIIIa) (CD antigen CD16a)	FCGR3A FCGR3	Cercocebus atys (Sooty mangabey) (Cercocebus torquatus atys)	254
Q09YI4	reviewed	WNT2_SHEEP	Protein Wnt-2	WNT2	Ovis aries (Sheep)	360
Q0E8C8	reviewed	SP77B_DROME	Serine protease inhibitor 77Ba (Serpin 77Ba)	Spn77Ba CG6680	Drosophila melanogaster (Fruit fly)	450
Q0IF93	reviewed	D7L2_AEDAE	Long form salivary protein D7L2 (AeD7L2)	D7L2 AAEL006417	Aedes aegypti (Yellowfever mosquito) (Culex aegypti)	332
Q0IHJ2	reviewed	ARSK_XENLA	Arylsulfatase K (ASK) (EC 3.1.6.1) (Glucuronate-2-sulfatase) (EC 3.1.6.18)	arsk	Xenopus laevis (African clawed frog)	536
Q0II76	reviewed	GBRR2_BOVIN	Gamma-aminobutyric acid receptor subunit rho-2 (GABA(A) receptor subunit rho-2) (GABAAR subunit rho-2) (GABA(C) receptor)	GABRR2	Bos taurus (Bovine)	465
Q0IIP8	reviewed	CRP_DANRE	C-reactive protein (Dare-CRP) (Short-chain pentraxin) (Dare-PTX)	crp	Danio rerio (Zebrafish) (Brachydanio rerio)	225
Q0MWV8	reviewed	AURE_AURAU	Antimicrobial peptide aurelin		Aurelia aurita (Moon jellyfish) (Medusa aurita)	84
Q0P496	reviewed	MARH4_DANRE	E3 ubiquitin-protein ligase MARCHF4 (EC 2.3.2.27) (Membrane-associated RING finger protein 4) (Membrane-associated RING-CH protein IV) (MARCH-IV) (RING-type E3 ubiquitin transferase MARCHF4)	marchf4 march4 zgc:153256	Danio rerio (Zebrafish) (Brachydanio rerio)	421
Q0P569	reviewed	NUCB1_BOVIN	Nucleobindin-1	NUCB1	Bos taurus (Bovine)	474
Q0P5L5	reviewed	SUMF1_BOVIN	Formylglycine-generating enzyme (FGE) (EC 1.8.3.7) (C-alpha-formylglycine-generating enzyme 1) (Sulfatase-modifying factor 1)	SUMF1	Bos taurus (Bovine)	374
Q0V8T3	reviewed	CTP5D_RAT	Contactin-associated protein like 5-4 (Cell recognition molecule Caspr5-4) (Cell recognition molecule Caspr5d) (Contactin-associated protein-like 5d)	Cntnap5d Caspr5-4	Rattus norvegicus (Rat)	1305
Q0V8T4	reviewed	CTP5C_RAT	Contactin-associated protein like 5-3 (Cell recognition molecule Caspr5-3) (Cell recognition molecule Caspr5c) (Contactin-associated protein-like 5c)	Cntnap5c Caspr5-3	Rattus norvegicus (Rat)	1307
Q0V8T5	reviewed	CTP5B_RAT	Contactin-associated protein like 5-2 (Cell recognition molecule Caspr5-2) (Cell recognition molecule Caspr5b) (Contactin-associated protein-like 5b)	Cntnap5b Caspr5-2	Rattus norvegicus (Rat)	1292
Q0V8T7	reviewed	CTP5C_MOUSE	Contactin-associated protein like 5-3 (Cell recognition molecule Caspr5-3) (Cell recognition molecule Caspr5c) (Contactin-associated protein-like 5c)	Cntnap5c Caspr5-3	Mus musculus (Mouse)	1305
Q0V8T9	reviewed	CTP5A_MOUSE	Contactin-associated protein like 5-1 (Cell recognition molecule Caspr5-1) (Cell recognition molecule Caspr5a) (Contactin-associated protein-like 5a)	Cntnap5a Caspr5-1	Mus musculus (Mouse)	1304
Q0VKG8	reviewed	TY01_PITAZ	Tryptophyllin-T1 (Pha-T1) (Tryptophyllin-5) (Tryptophyllin-HA5)	trp-Pha-T1	Pithecopus azureus (Orange-legged monkey tree frog) (Phyllomedusa azurea)	61
Q0VTT8	reviewed	BRK2_PITAZ	Probradykinin-2 [Cleaved into: [Val1,Hyp2,Thr6]-bradykinyl-Gln,Thr ([Val1,Hyp2,Thr6]-bradykinin-Gln,Thr); [Val1,Hyp2,Thr6]-bradykinin]	pb-H2	Pithecopus azureus (Orange-legged monkey tree frog) (Phyllomedusa azurea)	61
Q0VTT9	reviewed	BRKP1_PITAZ	Phyllokinin-1 [Cleaved into: Asp,Pro,Glu-[Thr6,Val10]-phyllokinin; [Thr6,Val10]-phyllokinin; [Thr6]-bradykinin; Des-Arg9-[Thr6]-bradykinin (Des-Arg-[Thr6]-bradykinin)]	pp-H1	Pithecopus azureus (Orange-legged monkey tree frog) (Phyllomedusa azurea)	62
Q0VTU0	reviewed	BRK1_PITAZ	Probradykinin-1 [Cleaved into: Glu,Pro-[Val1,Thr6]-bradykinyl-Leu,Thr; [Val1,Thr6]-bradykinyl-Leu,Thr ([Val1,Thr6]-bradykinin-Leu,Thr); [Val1,Thr6]-bradykinin]	pb-H1	Pithecopus azureus (Orange-legged monkey tree frog) (Phyllomedusa azurea)	61
Q0VZ38	reviewed	PLS9_PITHY	Phylloseptin-H9 (PLS-H9) (Phylloseptin-11) (PLS-11) (Phylloseptin-9) (PS-9)	psn-11	Pithecopus hypochondrialis (Orange-legged leaf frog) (Phyllomedusa hypochondrialis)	66
Q0VZ39	reviewed	PLS8_PITHY	Phylloseptin-H8 (PLS-H8) (Phylloseptin-10) (PS-10)	psn-10	Pithecopus hypochondrialis (Orange-legged leaf frog) (Phyllomedusa hypochondrialis)	66
Q0VZ40	reviewed	PLS7_PITHY	Phylloseptin-H7 (PLS-H7) (Phylloseptin-11) (PS-11) (Phylloseptin-9) (PS-9)	psn-9	Pithecopus hypochondrialis (Orange-legged leaf frog) (Phyllomedusa hypochondrialis)	66
Q0WYX8	reviewed	MDGA1_CHICK	MAM domain-containing glycosylphosphatidylinositol anchor protein 1	MDGA1	Gallus gallus (Chicken)	949
Q0ZZJ6	reviewed	VCO31_AUSSU	A.superbus venom factor 1 (AVF-1) (CVF-like) (Complement C3 homolog) [Cleaved into: AVF-1 alpha chain; AVF-1 gamma chain; AVF-1 beta chain]		Austrelaps superbus (Lowland copperhead snake) (Hoplocephalus superbus)	1652
Q10028	reviewed	GCY3_CAEEL	Receptor-type guanylate cyclase gcy-3 (EC 4.6.1.2)	gcy-3 R134.1	Caenorhabditis elegans	1140
Q10583	reviewed	HCY1_MEGCR	Hemocyanin 1 (Keyhole limpet hemocyanin A) (KLH-A)	KLH1	Megathura crenulata (Giant keyhole limpet)	3414
Q10584	reviewed	HCY2_MEGCR	Hemocyanin 2 (Keyhole limpet hemocyanin B) (KLH-B)	KLH2	Megathura crenulata (Giant keyhole limpet)	3421
Q10715	reviewed	ACE_HAEIX	Angiotensin-converting enzyme (EC 3.4.15.1) (Dipeptidyl carboxypeptidase I) (Kininase II)	ACE	Haematobia irritans exigua (Buffalo fly)	611
Q10754	reviewed	PA2H_VIPAZ	Acidic phospholipase A2 inhibitor vaspin A chain (VaspA) (svPLA2 homolog) (PLA2-I complex chain A)		Vipera aspis zinnikeri (Asp viper)	138
Q10835	reviewed	MMP13_XENLA	Collagenase 3 (EC 3.4.24.-) (Matrix metalloproteinase-13) (MMP-13)	mmp13	Xenopus laevis (African clawed frog)	469
Q108U2	reviewed	WNT2_LOXAF	Protein Wnt-2	WNT2	Loxodonta africana (African elephant)	360
Q10914	reviewed	GLR2_CAEEL	Glutamate receptor 2	glr-2 B0280.12/K04G7.2	Caenorhabditis elegans	977
Q11000	reviewed	AMPM_HELVI	Membrane alanyl aminopeptidase (EC 3.4.11.-) (Aminopeptidase N-like protein) (BTBP1) (CryIA(C) receptor)		Heliothis virescens (Tobacco budworm moth)	1009
Q11001	reviewed	AMPM_MANSE	Membrane alanyl aminopeptidase (EC 3.4.11.-) (Aminopeptidase N-like protein) (CryIA(C) receptor)		Manduca sexta (Tobacco hawkmoth) (Tobacco hornworm)	990
Q11005	reviewed	MMP11_XENLA	Stromelysin-3 (ST3) (EC 3.4.24.-) (Matrix metalloproteinase-11) (MMP-11)	mmp11	Xenopus laevis (African clawed frog)	477
Q11067	reviewed	PDIA6_CAEEL	Protein disulfide-isomerase A6 homolog (EC 5.3.4.1)	pdi-6 tag-320 B0403.4	Caenorhabditis elegans	440
Q11099	reviewed	SNET1_CAEEL	Protein snet-1 (Suppressor of nep-2)	snet-1 C02F12.3	Caenorhabditis elegans	101
Q11133	reviewed	MMP1_AQUCT	Interstitial collagenase (EC 3.4.24.7) (Matrix metalloproteinase-1) (MMP-1) (TC1)		Aquarana catesbeiana (American bullfrog) (Rana catesbeiana)	384
Q13103	reviewed	SPP24_HUMAN	Secreted phosphoprotein 24 (Spp-24) (Secreted phosphoprotein 2)	SPP2 SPP24	Homo sapiens (Human)	211
Q14641	reviewed	INSL4_HUMAN	Early placenta insulin-like peptide (EPIL) (Insulin-like peptide 4) (Placentin) [Cleaved into: Early placenta insulin-like peptide B chain; Early placenta insulin-like peptide A chain]	INSL4	Homo sapiens (Human)	139
Q148F3	reviewed	ARSK_BOVIN	Arylsulfatase K (ASK) (EC 3.1.6.1) (Glucuronate-2-sulfatase) (EC 3.1.6.18)	ARSK	Bos taurus (Bovine)	540
Q148H0	reviewed	MIC26_BOVIN	MICOS complex subunit MIC26 (Apolipoprotein O) (MICOS complex subunit MIC23) (Protein FAM121B)	APOO FAM121B MIC23 MIC26	Bos taurus (Bovine)	198
Q148M6	reviewed	MXRA8_BOVIN	Matrix remodeling-associated protein 8 (Limitrin)	MXRA8	Bos taurus (Bovine)	463
Q14952	reviewed	KI2S3_HUMAN	Killer cell immunoglobulin-like receptor 2DS3 (Natural killer-associated transcript 7) (NKAT-7)	KIR2DS3 NKAT7	Homo sapiens (Human)	304
Q14B24	reviewed	PRS57_MOUSE	Serine protease 57 (EC 3.4.21.-) (Neutrophil serine protease 4) (NSP4) (Serine protease 1-like protein 1)	Prss57 Prssl1	Mus musculus (Mouse)	284
Q14C87	reviewed	T132D_HUMAN	Transmembrane protein 132D (Mature oligodendrocytes transmembrane protein) (Mature OL transmembrane protein)	TMEM132D HBE120 KIAA1944 MOLT	Homo sapiens (Human)	1099
Q14DK5	reviewed	HIPL1_MOUSE	HHIP-like protein 1	Hhipl1 Hhip2 Kiaa1822	Mus musculus (Mouse)	791
Q15198	reviewed	PGFRL_HUMAN	Platelet-derived growth factor receptor-like protein (PDGFR-like protein) (PDGF receptor beta-like tumor suppressor)	PDGFRL PRLTS	Homo sapiens (Human)	375
Q15238	reviewed	PSG5_HUMAN	Pregnancy-specific beta-1-glycoprotein 5 (PS-beta-G-5) (PSBG-5) (Pregnancy-specific glycoprotein 5) (Fetal liver non-specific cross-reactive antigen 3) (FL-NCA-3)	PSG5	Homo sapiens (Human)	335
Q16378	reviewed	PROL4_HUMAN	Proline-rich protein 4 (Lacrimal proline-rich protein) (Nasopharyngeal carcinoma-associated proline-rich protein 4)	PRR4 LPRP PROL4	Homo sapiens (Human)	134
Q16927	reviewed	VIT1_AEDAE	Vitellogenin-A1 (VG) (PVG1) [Cleaved into: Vitellin light chain (VL); Vitellin heavy chain (VH)]	VGA1 AAEL010434	Aedes aegypti (Yellowfever mosquito) (Culex aegypti)	2169
Q17027	reviewed	DEFI_ANOGA	Defensin	Def1 AGAP011294	Anopheles gambiae (African malaria mosquito)	102
Q17058	reviewed	MAL1_APIME	Alpha-glucosidase (EC 3.2.1.20) (Maltase)		Apis mellifera (Honeybee)	567
Q17196	reviewed	BXB11_BOMMO	Bombyxin B-11 (BBX-B11) (4K-prothoracicotropic hormone) (4K-PTTH) [Cleaved into: Bombyxin B-11 B chain; Bombyxin B-11 A chain]	BBXB11	Bombyx mori (Silk moth)	93
Q172F2	reviewed	NRP_AEDAE	Neutrophil recruitment protein (AaNRP)		Aedes aegypti (Yellowfever mosquito) (Culex aegypti)	157
Q17330	reviewed	SEM1A_CAEEL	Semaphorin-1A (CeSema)	smp-1 sema-1a Y54E5B.1	Caenorhabditis elegans	712
Q17374	reviewed	SUP10_CAEEL	Putative potassium channel regulatory protein sup-10 (Suppressor of unc-93 protein 10)	sup-10 R09G11.1	Caenorhabditis elegans	332
Q17778	reviewed	NUC1_CAEEL	Deoxyribonuclease-2 (EC 3.1.22.1) (Deoxyribonuclease II) (DNase II)	nuc-1 C07B5.5	Caenorhabditis elegans	375
Q17F11	reviewed	NEST1_AEDAE	Neutrophil-stimulating factor 1 (NeSt1)		Aedes aegypti (Yellowfever mosquito) (Culex aegypti)	316
Q17NZ6	reviewed	GCTL1_AEDAE	C-type lectin mosGCTL-1 (Mosquito galactose-specific binding C-type lectin) (mosGCTL-1)		Aedes aegypti (Yellowfever mosquito) (Culex aegypti)	160
Q17QD8	reviewed	G37L1_BOVIN	G protein-coupled receptor 37-like 1 (Endothelin B receptor-like protein 2) (ETBR-LP-2)	GPR37L1 ETBRLP2	Bos taurus (Bovine)	482
Q17QH6	reviewed	COL11_BOVIN	Collectin-11 (Collectin kidney protein 1) (CL-K1)	COLEC11	Bos taurus (Bovine)	267
Q17QK3	reviewed	CBPQ_BOVIN	Carboxypeptidase Q (EC 3.4.17.-) (Plasma glutamate carboxypeptidase)	CPQ PGCP	Bos taurus (Bovine)	472
Q17QN4	reviewed	SCN1B_BOVIN	Sodium channel regulatory subunit beta-1	SCN1B	Bos taurus (Bovine)	218
Q17RF5	reviewed	ODAPH_HUMAN	Odontogenesis associated phosphoprotein	ODAPH C4orf26	Homo sapiens (Human)	130
Q17RR3	reviewed	LIPR3_HUMAN	Pancreatic lipase-related protein 3 (PL-RP3) (EC 3.1.1.3)	PNLIPRP3	Homo sapiens (Human)	467
Q17RY6	reviewed	LY6K_HUMAN	Lymphocyte antigen 6K (Ly-6K)	LY6K CO16	Homo sapiens (Human)	165
Q17UY9	reviewed	PLS4_PITAZ	Phylloseptin-Az4 (PLS-Az4) (Phylloseptin-12) (PS-12)	psn12 ppp-12 psn-12	Pithecopus azureus (Orange-legged monkey tree frog) (Phyllomedusa azurea)	57
Q18158	reviewed	SWM1_CAEEL	Serine protease inhibitor swm-1 (Sperm activation without mating protein 1)	swm-1 C25E10.9	Caenorhabditis elegans	135
Q18184	reviewed	FLP27_CAEEL	FMRFamide-like neuropeptides 27 [Cleaved into: EASAFGDIIGELKGKGLGGRMRF-amide (Cae-flp-27)]	flp-27 C25H3.5	Caenorhabditis elegans	89
Q18206	reviewed	NAS36_CAEEL	Zinc metalloproteinase nas-36 (EC 3.4.24.-) (Nematode astacin 36)	nas-36 C26C6.3	Caenorhabditis elegans	617
Q18331	reviewed	GCY11_CAEEL	Receptor-type guanylate cyclase gcy-11 (EC 4.6.1.2)	gcy-11 C30G4.3	Caenorhabditis elegans	1168
Q18812	reviewed	ACC2_CAEEL	Acetylcholine-gated chloride channel subunit acc-2	acc-2 C53D6.3	Caenorhabditis elegans	445
Q18823	reviewed	LAM2_CAEEL	Laminin-like protein lam-2	lam-2 C54D1.5	Caenorhabditis elegans	1633
Q19569	reviewed	NLP7_CAEEL	Neuropeptide-like protein 7	nlp-7 F18E9.2	Caenorhabditis elegans	121
Q19768	reviewed	GCY13_CAEEL	Receptor-type guanylate cyclase gcy-13 (EC 4.6.1.2)	gcy-13 F23H12.6	Caenorhabditis elegans	1028
Q19892	reviewed	SELT2_CAEEL	Thioredoxin reductase-like selenoprotein T homolog selt-1.2 (EC 1.8.1.9)	selt-1.2 F28H7.4	Caenorhabditis elegans	216
Q1A3R1	reviewed	CT54_CONLT	Mu-conotoxin Lt5d (Lt5.4)		Conus litteratus (Lettered cone)	62
Q1EG28	reviewed	OSTC1_SOLSE	Osteocalcin 1 (SseOC1) (Bone Gla protein) (BGL) (Gamma-carboxyglutamic acid-containing protein)	bglapBGP BGP	Solea senegalensis (Senegalese sole)	95
Q1EJP4	reviewed	DMS5_PITAZ	Dermaseptin-H5 (Dermaseptin-like peptide 5) (DMS5)	dpp-H5	Pithecopus azureus (Orange-legged monkey tree frog) (Phyllomedusa azurea)	68
Q1EJP5	reviewed	DMS4_PITAZ	Dermaseptin-H4 (Dermaseptin-like peptide 4) (DMS4)	dpp-H4	Pithecopus azureus (Orange-legged monkey tree frog) (Phyllomedusa azurea)	73
Q1ELT9	reviewed	LAT1_LACTA	M-zodatoxin-Lt1a (M-ZDTX-Lt1a) (Latarcin-1) (Ltc-1) (Ltc1)		Lachesana tarabaevi (Spider)	88
Q1ELU1	reviewed	LAT2A_LACTA	M-zodatoxin-Lt2a (M-ZDTX-Lt2a) (Latarcin-2a) (Ltc-2a) (Ltc2a)		Lachesana tarabaevi (Spider)	84
Q1ELU2	reviewed	LAT3B_LACTA	M-zodatoxin-Lt3b (M-ZDTX-Lt3b) (Latarcin-3b) (Ltc-3b)		Lachesana tarabaevi (Spider)	82
Q1ELU7	reviewed	LAT62_LACTA	M-zodatoxin-Lt6a/c (M-ZDTX-Lt6a/c) (Latarcin 6-2) (Ltc 6-2) [Cleaved into: M-zodatoxin-Lt6c (M-ZDTX-Lt6c) (Latarcin-6c) (Ltc-6c); M-zodatoxin-Lt6a (M-ZDTX-Lt6a) (Latarcin-6a) (Ltc-6a)]		Lachesana tarabaevi (Spider)	116
Q1ELU8	reviewed	LAT61_LACTA	M-zodatoxin-Lt6a/b (M-ZDTX-Lt6a/b) (Latarcin 6-1) (Ltc 6-1) [Cleaved into: M-zodatoxin-Lt6b (M-ZDTX-Lt6b) (Latarcin-6b) (Ltc-6b); M-zodatoxin-Lt6a (M-ZDTX-Lt6a) (Latarcin-6a) (Ltc-6a)]		Lachesana tarabaevi (Spider)	116
Q1ELU9	reviewed	LAT5_LACTA	M-zodatoxin-Lt5a (M-ZDTX-Lt5a) (Latarcin-5) (Ltc-5)		Lachesana tarabaevi (Spider)	93
Q1EN15	reviewed	DRATY_PHYSA	Atypical cationic antimicrobial peptide (Dermaseptin-S9) (DRS-S9)		Phyllomedusa sauvagii (Waxy monkey tree frog)	69
Q1HA20	reviewed	NMS_BOMOR	Neuromedin-S [Cleaved into: Neuromedin-S-17 (NmS-17)]	nms	Bombina orientalis (Oriental fire-bellied toad)	145
Q1HAY7	reviewed	EGFLR_HOLDI	Epidermal growth factor-like protein (LPS recognition protein) (LPR)	EGF-like	Holotrichia diomphalia (Korean black chafer)	317
Q1HFN3	reviewed	SOMA_BOSGF	Somatotropin (Growth hormone)	GH1 GH	Bos gaurus frontalis (Domestic gayal) (Bos frontalis)	217
Q1JQA5	reviewed	NENF_BOVIN	Neudesin (Neuron-derived neurotrophic factor) (SCIRP10-related protein) (Spinal cord injury-related protein 10)	NENF	Bos taurus (Bovine)	169
Q1KLX0	reviewed	CAMP_SAGOE	Cathelicidin antimicrobial peptide [Cleaved into: Antibacterial peptide FALL-39 (FALL-39 peptide antibiotic); Antibacterial peptide LL-37]	CAMP	Saguinus oedipus (Cotton-top tamarin) (Oedipomidas oedipus)	170
Q1KLX1	reviewed	CAMP_PANTR	Cathelicidin antimicrobial peptide [Cleaved into: Antibacterial peptide FALL-39 (FALL-39 peptide antibiotic); Antibacterial peptide LL-37]	CAMP	Pan troglodytes (Chimpanzee)	170
Q1KLX2	reviewed	CAMP_PONPY	Cathelicidin antimicrobial peptide [Cleaved into: Antibacterial peptide FALL-39 (FALL-39 peptide antibiotic); Antibacterial peptide LL-37]	CAMP	Pongo pygmaeus (Bornean orangutan)	170
Q1KLX3	reviewed	CAMP_PAPPA	Cathelicidin antimicrobial peptide [Cleaved into: Antibacterial peptide FALL-39 (FALL-39 peptide antibiotic); Antibacterial peptide LL-37]	CAMP	Papio papio (Guinea baboon) (Cynocephalus papio)	170
Q1KLX4	reviewed	CAMP_TRAOB	Cathelicidin antimicrobial peptide [Cleaved into: Antibacterial peptide FALL-39 (FALL-39 peptide antibiotic); Antibacterial peptide LL-37]	CAMP	Trachypithecus obscurus (Dusky leaf-monkey) (Presbytis obscura)	170
Q1KLX5	reviewed	CAMP_TRACR	Cathelicidin antimicrobial peptide [Cleaved into: Antibacterial peptide FALL-39 (FALL-39 peptide antibiotic); Antibacterial peptide LL-37]	CAMP	Trachypithecus cristatus (Silvered leaf-monkey) (Presbytis cristata)	170
Q1KLX6	reviewed	CAMP_MACTO	Cathelicidin antimicrobial peptide [Cleaved into: Antibacterial peptide FALL-39 (FALL-39 peptide antibiotic); Antibacterial peptide LL-37]	CAMP	Macaca tonkeana (Tonkean macaque)	170
Q1KLX7	reviewed	CAMP_MACFA	Cathelicidin antimicrobial peptide [Cleaved into: Antibacterial peptide FALL-39 (FALL-39 peptide antibiotic); Antibacterial peptide LL-37]	CAMP	Macaca fascicularis (Crab-eating macaque) (Cynomolgus monkey)	170
Q1KLX8	reviewed	CAMP_HYLML	Cathelicidin antimicrobial peptide [Cleaved into: Antibacterial peptide FALL-39 (FALL-39 peptide antibiotic); Antibacterial peptide LL-37]	CAMP	Hylobates moloch (Silvery gibbon)	170
Q1KLX9	reviewed	CAMP_NOMLE	Cathelicidin antimicrobial peptide [Cleaved into: Antibacterial peptide FALL-39 (FALL-39 peptide antibiotic); Antibacterial peptide LL-37]	CAMP	Nomascus leucogenys (Northern white-cheeked gibbon) (Hylobates leucogenys)	170
