Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length
B3MTI9	reviewed	FOSL_DROAN	Transcription factor kayak	kay GF23375	Drosophila ananassae (Fruit fly)	529
B3MTS2	reviewed	SNMP1_DROAN	Sensory neuron membrane protein 1	Snmp1 GF23067	Drosophila ananassae (Fruit fly)	538
B3MUX9	reviewed	PESC_DROAN	Pescadillo homolog	GF21889	Drosophila ananassae (Fruit fly)	627
B3MVL6	reviewed	EIF3I_DROAN	Eukaryotic translation initiation factor 3 subunit I (eIF3i) (Eukaryotic translation initiation factor 3 subunit 2) (TRIP-1 homolog)	eIF3i eif3-S2 Trip1 GF23646	Drosophila ananassae (Fruit fly)	322
B3MYX2	reviewed	EI3G1_DROAN	Eukaryotic translation initiation factor 3 subunit G-1 (Eukaryotic translation initiation factor 3 RNA-binding subunit-1) (eIF-3 RNA-binding subunit 1) (Eukaryotic translation initiation factor 3 subunit 4-1)	eIF3g1 eIF3-S4 eIF3ga GF21942	Drosophila ananassae (Fruit fly)	270
B3MYY4	reviewed	TRMB_DROAN	tRNA (guanine-N(7)-)-methyltransferase (EC 2.1.1.33) (tRNA (guanine(46)-N(7))-methyltransferase) (tRNA(m7G46)-methyltransferase)	GF21935	Drosophila ananassae (Fruit fly)	257
B3MZN7	reviewed	MOCOS_DROAN	Molybdenum cofactor sulfurase (MCS) (MOS) (MoCo sulfurase) (EC 2.8.1.9) (Molybdenum cofactor sulfurtransferase) (Protein maroon-like) (Ma-l)	mal GF19210	Drosophila ananassae (Fruit fly)	773
B3MZY6	reviewed	MAEL2_DROAN	Protein maelstrom 2	mael2 GF20523	Drosophila ananassae (Fruit fly)	468
B3N0Q8	reviewed	NNRE_DROAN	NAD(P)H-hydrate epimerase (EC 5.1.99.6) (NAD(P)HX epimerase)	GF19489	Drosophila ananassae (Fruit fly)	229
B3N3F7	reviewed	SRRT_DROER	Serrate RNA effector molecule homolog (Arsenite-resistance protein 2 homolog)	Ars2 GG10831	Drosophila erecta (Fruit fly)	947
B3N4C7	reviewed	EIF3I_DROER	Eukaryotic translation initiation factor 3 subunit I (eIF3i) (Eukaryotic translation initiation factor 3 subunit 2) (TRIP-1 homolog)	eIF3i eif3-S2 Trip1 GG24335	Drosophila erecta (Fruit fly)	326
B3N4F1	reviewed	EIF3H_DROER	Eukaryotic translation initiation factor 3 subunit H (eIF3h) (Eukaryotic translation initiation factor 3 subunit 3)	eIF-3p40 eif3-S3 GG24322	Drosophila erecta (Fruit fly)	338
B3N5N3	reviewed	DRE2_DROER	Anamorsin homolog (Fe-S cluster assembly protein DRE2 homolog)	CIAPIN1 l(2)35Bg GG24227	Drosophila erecta (Fruit fly)	248
B3N6A5	reviewed	EFGM_DROER	Elongation factor G, mitochondrial (EF-Gmt) (Elongation factor G 1, mitochondrial) (mEF-G 1) (Elongation factor G1)	mEFG1 ico GG23544	Drosophila erecta (Fruit fly)	745
B3N7L9	reviewed	CTU1_DROER	Cytoplasmic tRNA 2-thiolation protein 1 (EC 2.7.7.-) (Cytoplasmic tRNA adenylyltransferase 1)	GG10584	Drosophila erecta (Fruit fly)	343
B3N899	reviewed	KRR1_DROER	KRR1 small subunit processome component homolog (KRR-R motif-containing protein 1) (Protein dribble)	dbe dribble GG24622	Drosophila erecta (Fruit fly)	345
B3N8H0	reviewed	PESC_DROER	Pescadillo homolog	GG24014	Drosophila erecta (Fruit fly)	629
B3N8M1	reviewed	LPHN_DROER	Latrophilin Cirl	Cirl GG23370	Drosophila erecta (Fruit fly)	1710
B3N9E4	reviewed	KTU_DROER	Protein kintoun (Dynein assembly factor 2, axonemal homolog) (PP1-interacting protein 20)	Nop17l Ppi20 GG10709	Drosophila erecta (Fruit fly)	845
B3N9X2	reviewed	ASNA_DROER	ATPase ASNA1 homolog (EC 3.6.-.-) (Arsenical pump-driving ATPase homolog) (Arsenite-stimulated ATPase)	GG10733	Drosophila erecta (Fruit fly)	336
B3NA78	reviewed	RS21_DROER	Small ribosomal subunit protein eS21 (40S ribosomal protein S21) (Overgrown hematopoietic organs at 23B)	RpS21 oho23B GG24892	Drosophila erecta (Fruit fly)	83
B3NAM7	reviewed	AFFL_DROER	AF4/FMR2 family member lilli (Protein lilliputian)	lilli GG24899	Drosophila erecta (Fruit fly)	1679
B3NB67	reviewed	EI3F2_DROER	Eukaryotic translation initiation factor 3 subunit F-2 (eIF3f-2) (Eukaryotic translation initiation factor 3 subunit 5-2)	eIF3f2 eIF3-S5-2 GG23198	Drosophila erecta (Fruit fly)	285
B3NDM7	reviewed	FLOWR_DROER	Calcium channel flower	flower GG13520	Drosophila erecta (Fruit fly)	194
B3NDN0	reviewed	KLHDB_DROER	Kelch-like protein diablo	dbo GG15931	Drosophila erecta (Fruit fly)	623
B3NEF0	reviewed	MAEL_DROER	Protein maelstrom	mael GG16274	Drosophila erecta (Fruit fly)	465
B3NFA2	reviewed	URM1_DROER	Ubiquitin-related modifier 1 homolog	Urm1 GG14947	Drosophila erecta (Fruit fly)	101
B3NFQ7	reviewed	SMG_DROER	Protein Smaug	smg GG15043	Drosophila erecta (Fruit fly)	997
B3NHV5	reviewed	COQ4_DROER	Ubiquinone biosynthesis protein COQ4 homolog, mitochondrial (4-hydroxy-3-methoxy-5-polyprenylbenzoate decarboxylase) (EC 4.1.1.130) (Coenzyme Q biosynthesis protein 4 homolog)	GG15811	Drosophila erecta (Fruit fly)	268
B3NIL9	reviewed	LIAS_DROER	Lipoyl synthase, mitochondrial (EC 2.8.1.8) (Lipoate synthase) (LS) (Lip-syn) (Lipoic acid synthase)	Las GG13311	Drosophila erecta (Fruit fly)	379
B3NKK1	reviewed	DCLK_DROER	Serine/threonine-protein kinase GG21441 (EC 2.7.11.1) (Doublecortin-like and CAM kinase-like protein)	GG21441	Drosophila erecta (Fruit fly)	745
B3NL60	reviewed	HOOK_DROER	Protein hook	hook hk GG21661	Drosophila erecta (Fruit fly)	679
B3NLX1	reviewed	DAAF1_DROER	Dynein axonemal assembly factor 1 homolog (Defective transmitter-recycling protein) (Leucine-rich repeat-containing protein 50 homolog)	dtr GG21300	Drosophila erecta (Fruit fly)	1503
B3NMI5	reviewed	EIF3B_DROER	Eukaryotic translation initiation factor 3 subunit B (eIF3b) (Eukaryotic translation initiation factor 3 subunit 9)	eIF3b eIF3-S9 GG21791	Drosophila erecta (Fruit fly)	690
B3NML0	reviewed	EIF3C_DROER	Eukaryotic translation initiation factor 3 subunit C (eIF3c) (Eukaryotic translation initiation factor 3 subunit 8)	eIF3c eIF3-S8 GG21805	Drosophila erecta (Fruit fly)	910
B3NPV8	reviewed	CLU_DROER	Protein clueless (Clustered mitochondria protein homolog)	clu GG20578	Drosophila erecta (Fruit fly)	1452
B3NQ53	reviewed	KAD2_DROER	Adenylate kinase (EC 2.7.4.3) (ATP-AMP transphosphorylase) (ATP:AMP phosphotransferase) (Adenylate kinase cytosolic and mitochondrial) (Adenylate monophosphate kinase)	Adk2 GG22922	Drosophila erecta (Fruit fly)	240
B3NRC6	reviewed	EIF3M_DROER	Eukaryotic translation initiation factor 3 subunit M (eIF3m) (Transport and Golgi organization protein 7) (Tango-7)	Tango7 GG22442	Drosophila erecta (Fruit fly)	387
B3NRP1	reviewed	FBSP1_DROER	F-box/SPRY domain-containing protein 1	Fsn GG22511	Drosophila erecta (Fruit fly)	255
B3NSE1	reviewed	TRET1_DROER	Facilitated trehalose transporter Tret1	Tret1 GG20213	Drosophila erecta (Fruit fly)	856
B3NU52	reviewed	NCBP1_DROER	Nuclear cap-binding protein subunit 1 (80 kDa nuclear cap-binding protein) (CBP80) (NCBP 80 kDa subunit)	Cbp80 GG18719	Drosophila erecta (Fruit fly)	800
B3NUB6	reviewed	ENY2_DROER	Enhancer of yellow 2 transcription factor	e(y)2 GG18848	Drosophila erecta (Fruit fly)	101
B3NV41	reviewed	NAAT1_DROER	Sodium-dependent nutrient amino acid transporter 1	NAAT1 GG18498	Drosophila erecta (Fruit fly)	641
B3NVC6	reviewed	T23O_DROER	Tryptophan 2,3-dioxygenase (TDO) (EC 1.13.11.11) (Protein vermilion) (Tryptamin 2,3-dioxygenase) (Tryptophan oxygenase) (TO) (TRPO) (Tryptophan pyrrolase) (Tryptophanase)	v GG18380	Drosophila erecta (Fruit fly)	379
B3NW64	reviewed	NNRE_DROER	NAD(P)H-hydrate epimerase (EC 5.1.99.6) (NAD(P)HX epimerase)	GG18945	Drosophila erecta (Fruit fly)	230
B3NWW9	reviewed	UBE2S_DROER	Ubiquitin-conjugating enzyme E2 S (EC 2.3.2.23) (E2 ubiquitin-conjugating enzyme S) (Ubiquitin carrier protein S) (Ubiquitin-protein ligase S)	GG18165	Drosophila erecta (Fruit fly)	209
B3NXQ7	reviewed	WUHO_DROER	tRNA (guanine-N(7)-)-methyltransferase non-catalytic subunit wuho	wuho GG19581	Drosophila erecta (Fruit fly)	416
B3NY19	reviewed	MOCOS_DROER	Molybdenum cofactor sulfurase (MCS) (MOS) (MoCo sulfurase) (EC 2.8.1.9) (Molybdenum cofactor sulfurtransferase) (Protein maroon-like) (Ma-l)	mal GG19684	Drosophila erecta (Fruit fly)	781
B3NYS4	reviewed	DGKH_DROER	Diacylglycerol kinase eta (DAG kinase eta) (EC 2.7.1.107)	GG14241	Drosophila erecta (Fruit fly)	1918
B3NYY7	reviewed	EI3G2_DROER	Eukaryotic translation initiation factor 3 subunit G-2 (Eukaryotic translation initiation factor 3 RNA-binding subunit 2) (eIF-3 RNA-binding subunit 2) (Eukaryotic translation initiation factor 3 subunit 4-2)	eIF3g2 eIF3-S4 eIF3gb GG23911	Drosophila erecta (Fruit fly)	273
B3NZ68	reviewed	WRNXO_DROER	3'-5' exonuclease (EC 3.1.11.-) (Werner Syndrome-like exonuclease)	WRNexo GG16480	Drosophila erecta (Fruit fly)	354
B3P048	reviewed	SNMP1_DROER	Sensory neuron membrane protein 1	Snmp1 GG14816	Drosophila erecta (Fruit fly)	551
B3P0D7	reviewed	NCBP2_DROER	Nuclear cap-binding protein subunit 2 (20 kDa nuclear cap-binding protein) (NCBP 20 kDa subunit) (CBP20)	Cbp20 GG22670	Drosophila erecta (Fruit fly)	154
B3P1F9	reviewed	EI3D2_DROER	Eukaryotic translation initiation factor 3 subunit D-2 (eIF3d-2) (Eukaryotic translation initiation factor 3 subunit 7-2)	eIF3d2 eIF3-S7-2 GG17155	Drosophila erecta (Fruit fly)	551
B3P211	reviewed	EIF3A_DROER	Eukaryotic translation initiation factor 3 subunit A (eIF3a) (Eukaryotic translation initiation factor 3 subunit 10)	eIF3a eIF3-S10 GG11565	Drosophila erecta (Fruit fly)	1135
B3P230	reviewed	SLX1_DROER	Structure-specific endonuclease subunit SLX1 homolog (EC 3.1.-.-)	slx1 GG12527	Drosophila erecta (Fruit fly)	294
B3P239	reviewed	EI3F1_DROER	Eukaryotic translation initiation factor 3 subunit F-1 (eIF3f-1) (Eukaryotic translation initiation factor 3 subunit 5-1)	eIF3f1 eIF3-S5-1 GG11433	Drosophila erecta (Fruit fly)	280
B3P2A7	reviewed	ENOPH_DROER	Enolase-phosphatase E1 (EC 3.1.3.77) (2,3-diketo-5-methylthio-1-phosphopentane phosphatase)	GG11122	Drosophila erecta (Fruit fly)	256
B3P321	reviewed	PURA_DROER	Adenylosuccinate synthetase (AMPSase) (AdSS) (EC 6.3.4.4) (IMP--aspartate ligase)	GG15093	Drosophila erecta (Fruit fly)	447
B3P4I7	reviewed	JUPIT_DROER	Microtubule-associated protein Jupiter	Jupiter GG17211	Drosophila erecta (Fruit fly)	345
B3P4M4	reviewed	CRBN_DROER	Protein cereblon (Protein ohgata)	ohgt crbn GG17313	Drosophila erecta (Fruit fly)	586
B3P538	reviewed	MTNA_DROER	Methylthioribose-1-phosphate isomerase (M1Pi) (MTR-1-P isomerase) (EC 5.3.1.23) (S-methyl-5-thioribose-1-phosphate isomerase) (Translation initiation factor eIF-2B subunit alpha/beta/delta-like protein)	GG11866	Drosophila erecta (Fruit fly)	364
B3P5D2	reviewed	FOSL_DROER	Transcription factor kayak	kay GG11694	Drosophila erecta (Fruit fly)	549
B3P6R4	reviewed	MOC2A_DROER	Molybdopterin synthase sulfur carrier subunit (Molybdenum cofactor synthesis protein 2 small subunit) (Molybdenum cofactor synthesis protein 2A) (MOCS2A) (Sulfur carrier protein MOCS2A)	Mocs2A Mocs2 GG12283	Drosophila erecta (Fruit fly)	90
B3P6R5	reviewed	MOC2B_DROER	Molybdopterin synthase catalytic subunit (EC 2.8.1.12) (Molybdenum cofactor synthesis protein 2 large subunit) (Molybdenum cofactor synthesis protein 2B) (MOCS2B)	Mocs2B Mocs2 GG12284	Drosophila erecta (Fruit fly)	367
B3P851	reviewed	LST2_DROER	Lateral signaling target protein 2 homolog	GG12136	Drosophila erecta (Fruit fly)	981
B3P8G6	reviewed	EI3D1_DROER	Eukaryotic translation initiation factor 3 subunit D-1 (eIF3d-1) (Eukaryotic translation initiation factor 3 subunit 7-1) (Eukaryotic translation initiation factor 3 subunit p66)	eIF3d1 eIF-3p66 GG11214	Drosophila erecta (Fruit fly)	560
B3P8M3	reviewed	RRF2M_DROER	Ribosome-releasing factor 2, mitochondrial (RRF2mt) (Elongation factor G 2, mitochondrial) (EF-G2mt) (mEF-G 2)	mRRF2 EF-G2 GG11151	Drosophila erecta (Fruit fly)	718
B3P8V8	reviewed	TRMB_DROER	tRNA (guanine-N(7)-)-methyltransferase (EC 2.1.1.33) (tRNA (guanine(46)-N(7))-methyltransferase) (tRNA(m7G46)-methyltransferase)	GG12652	Drosophila erecta (Fruit fly)	256
B3P935	reviewed	EI3G1_DROER	Eukaryotic translation initiation factor 3 subunit G-1 (Eukaryotic translation initiation factor 3 RNA-binding subunit 1) (eIF-3 RNA-binding subunit 1) (Eukaryotic translation initiation factor 3 subunit 4-1)	eIF3g1 eIF3-S4 eIF3ga GG12605	Drosophila erecta (Fruit fly)	269
B3P9J3	reviewed	RSSA_DROER	Small ribosomal subunit protein uS2 (40S ribosomal protein SA) (Protein stubarista)	sta GG12694	Drosophila erecta (Fruit fly)	270
B3P9N0	reviewed	PGAM5_DROER	Serine/threonine-protein phosphatase Pgam5, mitochondrial (EC 3.1.3.16) (Phosphoglycerate mutase family member 5 homolog)	Pgam5 GG12675	Drosophila erecta (Fruit fly)	289
B3RID0	reviewed	RTCB_TRIAD	RNA-splicing ligase RtcB homolog (EC 6.5.1.8) (3'-phosphate/5'-hydroxy nucleic acid ligase)	TRIADDRAFT_18395	Trichoplax adhaerens (Trichoplax reptans)	510
B3RLE6	reviewed	MTNA_TRIAD	Methylthioribose-1-phosphate isomerase (M1Pi) (MTR-1-P isomerase) (EC 5.3.1.23) (S-methyl-5-thioribose-1-phosphate isomerase) (Translation initiation factor eIF-2B subunit alpha/beta/delta-like protein)	TRIADDRAFT_19292	Trichoplax adhaerens (Trichoplax reptans)	360
B3RVZ1	reviewed	DRE2_TRIAD	Anamorsin homolog (Fe-S cluster assembly protein DRE2 homolog)	TRIADDRAFT_55827	Trichoplax adhaerens (Trichoplax reptans)	278
B3RXR7	reviewed	GUF1_TRIAD	Translation factor GUF1 homolog, mitochondrial (EC 3.6.5.-) (Elongation factor 4 homolog) (EF-4) (GTPase GUF1 homolog) (Ribosomal back-translocase)	TRIADDRAFT_56304	Trichoplax adhaerens (Trichoplax reptans)	660
B3S0D3	reviewed	PURA_TRIAD	Adenylosuccinate synthetase (AMPSase) (AdSS) (EC 6.3.4.4) (IMP--aspartate ligase)	TRIADDRAFT_26635	Trichoplax adhaerens (Trichoplax reptans)	442
B3SAE4	reviewed	DNPH1_TRIAD	Putative 2'-deoxynucleoside 5'-phosphate N-hydrolase 1 (EC 3.2.2.-)	TRIADDRAFT_32238	Trichoplax adhaerens (Trichoplax reptans)	144
B3SBB5	reviewed	LIAS_TRIAD	Lipoyl synthase, mitochondrial (EC 2.8.1.8) (Lipoate synthase) (LS) (Lip-syn) (Lipoic acid synthase)	TRIADDRAFT_38449	Trichoplax adhaerens (Trichoplax reptans)	350
B3SHH9	reviewed	TM114_HUMAN	Transmembrane protein 114 (Claudin-26)	TMEM114	Homo sapiens (Human)	223
B3VKQ2	reviewed	IREB2_PIG	Iron-responsive element-binding protein 2 (IRE-BP 2)	IREB2	Sus scrofa (Pig)	964
B4DH59	reviewed	NBPFP_HUMAN	NBPF family member NBPF26 (Neuroblastoma breakpoint family member 26)	NBPF26	Homo sapiens (Human)	1673
B4DU55	reviewed	ZN879_HUMAN	Zinc finger protein 879	ZNF879	Homo sapiens (Human)	563
B4DX44	reviewed	ZN736_HUMAN	Zinc finger protein 736	ZNF736	Homo sapiens (Human)	427
B4DXR9	reviewed	ZN732_HUMAN	Zinc finger protein 732	ZNF732	Homo sapiens (Human)	585
B4F6J6	reviewed	ATAD1_XENTR	Outer mitochondrial transmembrane helix translocase (EC 7.4.2.-) (ATPase family AAA domain-containing protein 1)	atad1	Xenopus tropicalis (Western clawed frog) (Silurana tropicalis)	360
B4F6U4	reviewed	PRD10_XENTR	PR domain zinc finger protein 10 (PR domain-containing protein 10)	prdm10	Xenopus tropicalis (Western clawed frog) (Silurana tropicalis)	1173
B4F6V6	reviewed	PBX1_XENTR	Pre-B-cell leukemia transcription factor 1 (Homeobox protein pbx1)	pbx1	Xenopus tropicalis (Western clawed frog) (Silurana tropicalis)	347
B4F6Y3	reviewed	LTOR3_XENTR	Ragulator complex protein LAMTOR3 (Late endosomal/lysosomal adaptor and MAPK and MTOR activator 3) (Mitogen-activated protein kinase scaffold protein 1)	lamtor3 mapksp1	Xenopus tropicalis (Western clawed frog) (Silurana tropicalis)	124
B4F721	reviewed	NFL_XENTR	Neurofilament light polypeptide (NF-L) (Neurofilament triplet L protein)	nefl	Xenopus tropicalis (Western clawed frog) (Silurana tropicalis)	557
B4F739	reviewed	FBSP1_XENTR	F-box/SPRY domain-containing protein 1 (F-box only protein 45)	fbxo45	Xenopus tropicalis (Western clawed frog) (Silurana tropicalis)	282
B4F766	reviewed	DYM_RAT	Dymeclin	Dym	Rattus norvegicus (Rat)	674
B4F7C4	reviewed	TDRD5_RAT	Tudor domain-containing protein 5	Tdrd5	Rattus norvegicus (Rat)	995
B4F7F3	reviewed	ARVC_RAT	Splicing regulator ARVCF (Armadillo repeat protein deleted in velo-cardio-facial syndrome homolog)	Arvcf	Rattus norvegicus (Rat)	973
B4G2G5	reviewed	LST2_DROPE	Lateral signaling target protein 2 homolog	GL23610	Drosophila persimilis (Fruit fly)	1009
B4G3E2	reviewed	EI3G2_DROPE	Eukaryotic translation initiation factor 3 subunit G-2 (Eukaryotic translation initiation factor 3 RNA-binding subunit 2) (eIF-3 RNA-binding subunit 2) (Eukaryotic translation initiation factor 3 subunit 4-2)	eIF3g2 eIF3-S4 eIF3gb GL23467	Drosophila persimilis (Fruit fly)	276
B4G518	reviewed	PURA_DROPE	Adenylosuccinate synthetase (AMPSase) (AdSS) (EC 6.3.4.4) (IMP--aspartate ligase)	GL24277	Drosophila persimilis (Fruit fly)	448
B4G5C9	reviewed	WRNXO_DROPE	3'-5' exonuclease (EC 3.1.11.-) (Werner Syndrome-like exonuclease)	WRNexo GL23198	Drosophila persimilis (Fruit fly)	355
B4G652	reviewed	FOSL_DROPE	Transcription factor kayak	kay GL23721	Drosophila persimilis (Fruit fly)	526
B4G653	reviewed	PTC71_DROPE	Protein phosphatase PTC7 homolog fig (Fos intronic gene protein) (EC 3.1.3.16)	fig GL23811	Drosophila persimilis (Fruit fly)	326
B4G7Y6	reviewed	PESC_DROPE	Pescadillo homolog	GL19215	Drosophila persimilis (Fruit fly)	631
B4G831	reviewed	HOOK_DROPE	Protein hook	hook hk GL19224	Drosophila persimilis (Fruit fly)	677
B4G9L6	reviewed	KRR1_DROPE	KRR1 small subunit processome component homolog (KRR-R motif-containing protein 1) (Protein dribble)	dbe dribble GL18627	Drosophila persimilis (Fruit fly)	340
B4GAM1	reviewed	CLU_DROPE	Protein clueless (Clustered mitochondria protein homolog)	clu GL11405	Drosophila persimilis (Fruit fly)	1435
B4GAP7	reviewed	TRET1_DROPE	Facilitated trehalose transporter Tret1	Tret1 GL11419	Drosophila persimilis (Fruit fly)	869
B4GAY7	reviewed	EIF3B_DROPE	Eukaryotic translation initiation factor 3 subunit B (eIF3b) (Eukaryotic translation initiation factor 3 subunit 9)	eIF3b eIF3-S9 GL11461	Drosophila persimilis (Fruit fly)	690
B4GBN7	reviewed	FBSP1_DROPE	F-box/SPRY domain-containing protein 1	Fsn GL10506	Drosophila persimilis (Fruit fly)	255
B4GD14	reviewed	LPHN_DROPE	Latrophilin Cirl	Cirl GL10904	Drosophila persimilis (Fruit fly)	1684
B4GDK5	reviewed	KTU_DROPE	Protein kintoun (Dynein assembly factor 2, axonemal homolog) (PP1-interacting protein 20)	Nop17l Ppi20 GL11241	Drosophila persimilis (Fruit fly)	846
B4GDM5	reviewed	EIF3M_DROPE	Eukaryotic translation initiation factor 3 subunit M (eIF3m) (Transport and Golgi organization protein 7) (Tango-7)	Tango7 GL10828	Drosophila persimilis (Fruit fly)	387
B4GDU3	reviewed	EI3F1_DROPE	Eukaryotic translation initiation factor 3 subunit F-1 (eIF3f-1) (Eukaryotic translation initiation factor 3 subunit 5-1)	eIF3f1 eIF3-S5-1 GL21488	Drosophila persimilis (Fruit fly)	280
B4GDX4	reviewed	EIF3A_DROPE	Eukaryotic translation initiation factor 3 subunit A (eIF3a) (Eukaryotic translation initiation factor 3 subunit 10)	eIF3a eIF3-S10 GL22350	Drosophila persimilis (Fruit fly)	1173
B4GE20	reviewed	MOC2B_DROPE	Molybdopterin synthase catalytic subunit (EC 2.8.1.12) (Molybdenum cofactor synthesis protein 2 large subunit) (Molybdenum cofactor synthesis protein 2B) (MOCS2B)	Mocs2B Mocs2 GL21938	Drosophila persimilis (Fruit fly)	361
B4GEU1	reviewed	SLX1_DROPE	Structure-specific endonuclease subunit SLX1 homolog (EC 3.1.-.-)	slx1 GL22073	Drosophila persimilis (Fruit fly)	291
B4GFE6	reviewed	ENOPH_DROPE	Enolase-phosphatase E1 (EC 3.1.3.77) (2,3-diketo-5-methylthio-1-phosphopentane phosphatase)	GL22195	Drosophila persimilis (Fruit fly)	252
B4GFN6	reviewed	NOL6_DROPE	Nucleolar protein 6 (Maternal transcript 89Ba)	Mat89Ba GL22251	Drosophila persimilis (Fruit fly)	1212
B4GFS1	reviewed	EI3D2_DROPE	Eukaryotic translation initiation factor 3 subunit D-2 (eIF3d-2) (Eukaryotic translation initiation factor 3 subunit 7-2)	eIF3d2 eIF3-S7-2 GL21571	Drosophila persimilis (Fruit fly)	545
B4GHY8	reviewed	CTU1_DROPE	Cytoplasmic tRNA 2-thiolation protein 1 (EC 2.7.7.-) (Cytoplasmic tRNA adenylyltransferase 1)	GL16852	Drosophila persimilis (Fruit fly)	343
B4GIB1	reviewed	EIF3C_DROPE	Eukaryotic translation initiation factor 3 subunit C (eIF3c) (Eukaryotic translation initiation factor 3 subunit 8)	eIF3c eIF3-S8 GL16787	Drosophila persimilis (Fruit fly)	911
B4GK79	reviewed	DRE2_DROPE	Anamorsin homolog (Fe-S cluster assembly protein DRE2 homolog)	CIAPIN1 l(2)35Bg GL25729	Drosophila persimilis (Fruit fly)	247
B4GLK8	reviewed	NCBP2_DROPE	Nuclear cap-binding protein subunit 2 (20 kDa nuclear cap-binding protein) (NCBP 20 kDa subunit) (CBP20)	Cbp20 GL12592	Drosophila persimilis (Fruit fly)	154
B4GMC9	reviewed	SNMP1_DROPE	Sensory neuron membrane protein 1	Snmp1 GL12372	Drosophila persimilis (Fruit fly)	561
B4GMI7	reviewed	JUPIT_DROPE	Microtubule-associated protein Jupiter	Jupiter GL12395	Drosophila persimilis (Fruit fly)	361
B4GNT0	reviewed	RRF2M_DROPE	Ribosome-releasing factor 2, mitochondrial (RRF2mt) (Elongation factor G 2, mitochondrial) (EF-G2mt) (mEF-G 2)	mRRF2 EF-G2 GL13749	Drosophila persimilis (Fruit fly)	737
B4GP93	reviewed	EI3D1_DROPE	Eukaryotic translation initiation factor 3 subunit D-1 (eIF3d-1) (Eukaryotic translation initiation factor 3 subunit 7-1) (Eukaryotic translation initiation factor 3 subunit p66)	eIF3d1 eIF-3p66 GL13650	Drosophila persimilis (Fruit fly)	541
B4GRI8	reviewed	FLOWR_DROPE	Calcium channel flower	flower GL24930	Drosophila persimilis (Fruit fly)	198
B4GSC0	reviewed	RS21_DROPE	Small ribosomal subunit protein eS21 (40S ribosomal protein S21) (Overgrown hematopoietic organs at 23B)	RpS21 oho23B GL26288	Drosophila persimilis (Fruit fly)	83
B4GSH1	reviewed	EIF3I_DROPE	Eukaryotic translation initiation factor 3 subunit I (eIF3i) (Eukaryotic translation initiation factor 3 subunit 2) (TRIP-1 homolog)	eIF3i eif3-S2 Trip1 GL26537	Drosophila persimilis (Fruit fly)	326
B4GT53	reviewed	DAAF1_DROPE	Dynein axonemal assembly factor 1 homolog (Defective transmitter-recycling protein) (Leucine-rich repeat-containing protein 50 homolog)	dtr GL26663	Drosophila persimilis (Fruit fly)	1501
B4GTK1	reviewed	RSSA_DROPE	Small ribosomal subunit protein uS2 (40S ribosomal protein SA) (Protein stubarista)	sta GL14373	Drosophila persimilis (Fruit fly)	270
B4GUT1	reviewed	URM1_DROPE	Ubiquitin-related modifier 1 homolog	Urm1 GL24132	Drosophila persimilis (Fruit fly)	99
B4GUY6	reviewed	EI3G1_DROPE	Eukaryotic translation initiation factor 3 subunit G-1 (Eukaryotic translation initiation factor 3 RNA-binding subunit 1) (eIF-3 RNA-binding subunit 1) (Eukaryotic translation initiation factor 3 subunit 4-1)	eIF3g1 eIF3-S4 eIF3ga GL12937	Drosophila persimilis (Fruit fly)	269
B4GUZ2	reviewed	NO66_DROPE	Bifunctional lysine-specific demethylase and histidyl-hydroxylase NO66 (EC 1.14.11.-) (EC 1.14.11.27) (Histone lysine demethylase NO66)	GL12933	Drosophila persimilis (Fruit fly)	687
B4GVM9	reviewed	NAAT1_DROPE	Sodium-dependent nutrient amino acid transporter 1	NAAT1 GL14641	Drosophila persimilis (Fruit fly)	652
B4GW22	reviewed	NCBP1_DROPE	Nuclear cap-binding protein subunit 1 (80 kDa nuclear cap-binding protein) (CBP80) (NCBP 80 kDa subunit)	Cbp80 GL14760	Drosophila persimilis (Fruit fly)	800
B4GWP5	reviewed	NNRE_DROPE	NAD(P)H-hydrate epimerase (EC 5.1.99.6) (NAD(P)HX epimerase)	GL16587	Drosophila persimilis (Fruit fly)	226
B4GXC2	reviewed	DCLK_DROPE	Serine/threonine-protein kinase GL21140 (EC 2.7.11.1) (Doublecortin-like and CAM kinase-like protein)	GL21140	Drosophila persimilis (Fruit fly)	755
B4GXH4	reviewed	WUHO_DROPE	tRNA (guanine-N(7)-)-methyltransferase non-catalytic subunit wuho	wuho GL20260	Drosophila persimilis (Fruit fly)	397
B4GXS1	reviewed	PGAM5_DROPE	Serine/threonine-protein phosphatase Pgam5, mitochondrial (EC 3.1.3.16) (Phosphoglycerate mutase family member 5 homolog)	Pgam5 GL20215	Drosophila persimilis (Fruit fly)	289
B4GYU1	reviewed	MTNA_DROPE	Methylthioribose-1-phosphate isomerase (M1Pi) (MTR-1-P isomerase) (EC 5.3.1.23) (S-methyl-5-thioribose-1-phosphate isomerase) (Translation initiation factor eIF-2B subunit alpha/beta/delta-like protein)	GL27236	Drosophila persimilis (Fruit fly)	362
B4GZ07	reviewed	CRBN_DROPE	Protein cereblon (Protein ohgata)	ohgt crbn GL27201	Drosophila persimilis (Fruit fly)	616
